"Id","Data da venda","Preço unitario","Quantidade vencida","Descrição Eletrodoméstico","Nome do Fornecedor","Nome do Vendedor","Cidade","Estado","Nome Gerente","Cargo Gerente","Total de vendas"
194,"2025-08-18",250,11,"Batedeira simples","Britânia","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",2750
195,"2022-09-01",200,3,"Ventilador de mesa","Mondial","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",600
196,"2023-04-05",180,8,"Secador de cabelo 1600W","Philco","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",1440
197,"2025-02-06",250,15,"Secador de cabelo 2000W","Taiff","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",3750
198,"2022-01-03",2500,14,"Lava-louças 10 serviços","Brastemp","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",35000
199,"2025-12-27",180,12,"Liquidificador 1000W","Arno","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",2160
200,"2022-03-12",1800,3,"Fogão 5 bocas","Atlas","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",5400
201,"2024-11-27",1200,12,"Fogão 4 bocas","Consul","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",14400
202,"2024-06-03",3200,1,"Geladeira Frost Free 400L","Electrolux","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",3200
203,"2023-01-27",200,11,"Ventilador de mesa","Mondial","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",2200
204,"2024-02-18",250,6,"Batedeira simples","Britânia","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",1500
205,"2024-06-23",90,9,"Ferro de passar seco","Britânia","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",810
206,"2022-05-28",350,10,"Panela elétrica multifunc.","Britânia","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",3500
207,"2023-02-14",650,7,"Micro-ondas 30L","Panasonic","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",4550
208,"2023-11-25",350,9,"Ventilador de coluna","Arno","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",3150
209,"2024-01-22",650,10,"Micro-ondas 30L","Panasonic","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",6500
210,"2023-01-11",150,2,"Liquidificador 800W","Mondial","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",300
211,"2023-01-04",150,12,"Liquidificador 800W","Mondial","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",1800
212,"2024-07-25",850,10,"Bebedouro elétrico","IBBL","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",8500
213,"2024-11-23",1000,18,"Purificador de água","Consul","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",18000
214,"2025-10-06",1500,7,"Aspirador de pó robô","Xiaomi","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",10500
215,"2023-07-16",1000,9,"Purificador de água","Consul","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",9000
216,"2024-08-18",2200,12,"Máquina de Lavar 12kg","Samsung","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",26400
217,"2025-06-07",200,2,"Ventilador de mesa","Mondial","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",400
218,"2025-06-21",1200,15,"Cafeteira expresso","Nespresso","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",18000
219,"2024-06-15",200,5,"Ventilador de mesa","Mondial","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",1000
220,"2022-09-04",200,4,"Chaleira elétrica inox","Oster","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",800
221,"2023-08-12",280,12,"Grill elétrico","George Foreman","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",3360
222,"2025-12-01",2500,19,"Lava-louças 10 serviços","Brastemp","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",47500
223,"2025-10-31",2800,9,"Ar-condicionado Split 18k","Samsung","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",25200
224,"2022-01-30",120,5,"Ferro de passar a vapor","Arno","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",600
225,"2022-11-28",2500,17,"Freezer vertical 280L","Brastemp","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",42500
226,"2025-12-24",750,16,"Forno elétrico 35L","Philco","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",12000
227,"2025-08-13",1000,12,"Purificador de água","Consul","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",12000
228,"2023-11-16",2800,5,"Ar-condicionado Split 18k","Samsung","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",14000
229,"2024-05-30",1500,8,"Coifa de parede inox","Electrolux","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",12000
230,"2022-05-07",2800,15,"Ar-condicionado Split 18k","Samsung","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",42000
231,"2024-11-28",3200,7,"Geladeira Frost Free 400L","Electrolux","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",22400
232,"2024-02-23",250,16,"Batedeira simples","Britânia","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",4000
233,"2022-12-21",450,7,"Aspirador de pó vertical","Philco","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",3150
234,"2025-01-06",250,11,"Secador de cabelo 2000W","Taiff","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",2750
235,"2022-04-21",2800,3,"Ar-condicionado Split 18k","Samsung","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",8400
236,"2022-02-26",600,7,"Exaustor de cozinha","Tramontina","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",4200
237,"2025-08-31",2500,14,"Lava-louças 10 serviços","Brastemp","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",35000
238,"2022-01-15",750,17,"Forno elétrico 35L","Philco","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",12750
239,"2024-10-27",2500,13,"Lava-louças 10 serviços","Brastemp","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",32500
240,"2023-02-19",150,10,"Liquidificador 800W","Mondial","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",1500
241,"2023-12-09",400,10,"Batedeira Planetária","Philco","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",4000
242,"2022-11-03",1500,7,"Coifa de parede inox","Electrolux","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",10500
243,"2025-06-28",2800,8,"Máquina de Lavar 15kg","Brastemp","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",22400
244,"2022-07-05",250,19,"Secador de cabelo 2000W","Taiff","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",4750
245,"2024-09-23",180,5,"Torradeira elétrica","Cadence","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",900
246,"2024-09-07",150,11,"Liquidificador 800W","Mondial","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",1650
247,"2023-02-09",1200,6,"Fogão 4 bocas","Consul","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",7200
248,"2025-06-23",3000,6,"Lava-louças 14 serviços","Electrolux","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",18000
249,"2023-01-03",250,17,"Secador de cabelo 2000W","Taiff","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",4250
250,"2024-09-28",150,18,"Sanduicheira elétrica","Mondial","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2700
251,"2023-01-29",200,13,"Chaleira elétrica inox","Oster","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",2600
252,"2022-05-17",450,9,"Aspirador de pó vertical","Philco","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",4050
253,"2024-05-02",1500,10,"Coifa de parede inox","Electrolux","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",15000
254,"2025-03-26",3000,18,"Lava-louças 14 serviços","Electrolux","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",54000
255,"2023-09-13",1500,3,"Coifa de parede inox","Electrolux","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",4500
256,"2023-05-15",1000,11,"Purificador de água","Consul","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",11000
257,"2022-06-26",350,6,"Panela elétrica multifunc.","Britânia","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2100
258,"2024-10-25",250,16,"Batedeira simples","Britânia","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",4000
259,"2025-11-08",1500,5,"Coifa de parede inox","Electrolux","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",7500
260,"2023-04-09",350,2,"Ventilador de coluna","Arno","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",700
261,"2024-06-17",150,8,"Sanduicheira elétrica","Mondial","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",1200
262,"2022-10-22",150,3,"Liquidificador 800W","Mondial","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",450
263,"2022-09-07",180,9,"Liquidificador 1000W","Arno","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1620
264,"2023-04-19",90,12,"Ferro de passar seco","Britânia","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1080
265,"2023-04-26",2200,20,"Freezer horizontal 300L","Consul","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",44000
266,"2023-04-25",250,7,"Secador de cabelo 2000W","Taiff","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",1750
267,"2022-10-08",1800,11,"Fogão 5 bocas","Atlas","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",19800
268,"2022-05-14",500,18,"Micro-ondas 25L","LG","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",9000
269,"2024-01-14",250,6,"Batedeira simples","Britânia","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",1500
270,"2023-10-29",2200,19,"Máquina de Lavar 12kg","Samsung","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",41800
271,"2024-12-10",250,16,"Batedeira simples","Britânia","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",4000
272,"2025-05-28",3000,14,"Lava-louças 14 serviços","Electrolux","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",42000
273,"2022-02-05",1000,17,"Purificador de água","Consul","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",17000
274,"2023-03-31",600,5,"Exaustor de cozinha","Tramontina","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",3000
275,"2022-04-16",1500,2,"Aspirador de pó robô","Xiaomi","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3000
276,"2024-11-21",180,5,"Secador de cabelo 1600W","Philco","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",900
277,"2024-08-02",2500,20,"Freezer vertical 280L","Brastemp","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",50000
278,"2025-07-15",350,7,"Panela elétrica multifunc.","Britânia","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2450
279,"2022-01-06",900,2,"Forno elétrico 45L","Fischer","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1800
280,"2024-04-18",180,12,"Secador de cabelo 1600W","Philco","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",2160
281,"2022-06-11",1800,11,"Fogão 5 bocas","Atlas","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",19800
282,"2023-12-21",350,15,"Panela elétrica multifunc.","Britânia","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",5250
283,"2024-11-10",2000,3,"Ar-condicionado Split 12k","LG","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",6000
284,"2025-12-31",180,7,"Torradeira elétrica","Cadence","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1260
285,"2023-09-20",90,1,"Ferro de passar seco","Britânia","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",90
286,"2024-09-13",350,7,"Panela elétrica multifunc.","Britânia","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2450
287,"2023-02-22",2500,12,"Lava-louças 10 serviços","Brastemp","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",30000
288,"2024-10-22",650,19,"Micro-ondas 30L","Panasonic","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",12350
289,"2023-09-13",850,11,"Bebedouro elétrico","IBBL","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",9350
290,"2024-05-29",150,5,"Sanduicheira elétrica","Mondial","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",750
291,"2025-04-24",200,9,"Chaleira elétrica inox","Oster","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",1800
292,"2023-01-31",750,1,"Forno elétrico 35L","Philco","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",750
293,"2025-09-14",2800,16,"Máquina de Lavar 15kg","Brastemp","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",44800
294,"2022-09-07",1000,19,"Purificador de água","Consul","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",19000
295,"2024-01-11",500,1,"Micro-ondas 25L","LG","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",500
296,"2024-01-02",1000,9,"Purificador de água","Consul","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",9000
297,"2023-03-29",2200,3,"Máquina de Lavar 12kg","Samsung","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",6600
298,"2024-07-09",2000,5,"Ar-condicionado Split 12k","LG","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",10000
299,"2024-03-04",1200,10,"Fogão 4 bocas","Consul","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",12000
300,"2024-12-20",250,2,"Batedeira simples","Britânia","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",500
301,"2022-05-12",90,12,"Ferro de passar seco","Britânia","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",1080
302,"2022-08-24",2500,1,"Lava-louças 10 serviços","Brastemp","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2500
303,"2022-12-05",400,15,"Batedeira Planetária","Philco","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",6000
304,"2023-07-26",350,17,"Ventilador de coluna","Arno","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",5950
305,"2024-08-25",1800,5,"Fogão 5 bocas","Atlas","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",9000
306,"2022-08-05",200,10,"Chaleira elétrica inox","Oster","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",2000
307,"2025-11-05",180,13,"Torradeira elétrica","Cadence","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",2340
308,"2024-05-15",180,15,"Secador de cabelo 1600W","Philco","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2700
309,"2023-01-24",850,14,"Bebedouro elétrico","IBBL","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",11900
310,"2023-03-27",120,15,"Ferro de passar a vapor","Arno","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",1800
311,"2024-09-25",1200,17,"Cafeteira expresso","Nespresso","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",20400
312,"2023-05-02",1000,9,"Purificador de água","Consul","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",9000
313,"2023-06-30",350,17,"Ventilador de coluna","Arno","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",5950
314,"2025-11-26",1000,2,"Purificador de água","Consul","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2000
315,"2023-01-03",2200,14,"Freezer horizontal 300L","Consul","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",30800
316,"2024-10-07",1200,17,"Fogão 4 bocas","Consul","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",20400
317,"2022-09-19",300,17,"Cafeteira elétrica 30 xícs","Oster","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",5100
318,"2025-10-24",180,12,"Secador de cabelo 1600W","Philco","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2160
319,"2024-09-26",220,2,"Panela elétrica de arroz","Mondial","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",440
320,"2024-01-08",200,6,"Ventilador de mesa","Mondial","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1200
321,"2025-10-28",1500,18,"Aspirador de pó robô","Xiaomi","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",27000
322,"2023-11-16",2500,2,"Lava-louças 10 serviços","Brastemp","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",5000
323,"2025-02-26",2000,1,"Ar-condicionado Split 12k","LG","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",2000
324,"2022-09-26",1500,20,"Aspirador de pó robô","Xiaomi","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",30000
325,"2025-05-18",900,5,"Forno elétrico 45L","Fischer","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",4500
326,"2025-07-16",350,11,"Ventilador de coluna","Arno","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",3850
